Ticker,buy_date,buy_price,sell_date,sell_price,pct_gain,days_held,buy_cause,sell_cause,buy_date_dt,sell_date_dt
ERIE,2020-01-02,147.1458740234375,2020-01-16,150.8602752685547,0.023194548514271718,14,BB_lower_cross (z=-1.53),BB_upper_cross,2020-01-02,2020-01-16
PEP,2020-01-02,115.33773040771484,2020-01-15,118.2080078125,0.022838125561206457,13,BB_lower_cross (z=-1.70),BB_upper_cross,2020-01-02,2020-01-15
FE,2020-01-02,37.742454528808594,2020-01-17,38.9573860168457,0.030127731943628167,15,BB_lower_cross (z=-2.45),BB_upper_cross,2020-01-02,2020-01-17
NUE,2020-01-02,49.42168045043945,2020-04-06,34.043460845947266,-0.3125397268263861,95,BB_lower_cross (z=-1.99),BB_upper_cross,2020-01-02,2020-04-06
PG,2020-01-02,107.01638793945312,2020-02-05,110.61808013916016,0.031590274346453784,34,BB_lower_cross (z=-2.31),BB_upper_cross,2020-01-02,2020-02-05
KIM,2020-01-02,15.43862247467041,2020-04-29,9.077020645141602,-0.4132323168974895,118,BB_lower_cross (z=-2.08),BB_upper_cross,2020-01-02,2020-04-29
COST,2020-01-02,266.8746032714844,2020-01-09,274.1348571777344,0.025152381798797308,7,BB_lower_cross (z=-1.84),BB_upper_cross,2020-01-02,2020-01-09
NVR,2020-01-02,3735.5,2020-01-15,3903.989990234375,0.0430169483158096,13,BB_lower_cross (z=-1.51),BB_upper_cross,2020-01-02,2020-01-15
HRL,2020-01-02,37.95158767700195,2020-01-13,39.5203971862793,0.03925653096300241,11,BB_lower_cross (z=-2.01),BB_upper_cross,2020-01-02,2020-01-13
STLD,2020-01-02,30.260034561157227,2020-04-08,21.301240921020508,-0.29746673103973476,97,BB_lower_cross (z=-1.61),BB_upper_cross,2020-01-02,2020-04-08
HSY,2020-01-02,127.01638793945312,2020-01-10,130.69557189941406,0.026910338119560118,8,BB_lower_cross (z=-1.93),BB_upper_cross,2020-01-02,2020-01-10
IP,2020-01-02,33.67277908325195,2020-04-08,24.7979736328125,-0.265031639629144,97,BB_lower_cross (z=-1.72),BB_upper_cross,2020-01-02,2020-04-08
INCY,2020-01-02,85.97000122070312,2020-02-18,79.30000305175781,-0.0794281683904392,47,BB_lower_cross (z=-1.95),BB_upper_cross,2020-01-02,2020-02-18
IRM,2020-01-02,22.996238708496094,2020-02-04,24.38766098022461,0.058387621270750145,33,BB_lower_cross (z=-3.50),BB_upper_cross,2020-01-02,2020-02-04
NTRS,2020-01-03,88.53785705566406,2020-01-13,91.31909942626952,0.029352264826809193,10,BB_lower_cross (z=-1.93),BB_upper_cross,2020-01-03,2020-01-13
SHW,2020-01-03,179.18902587890625,2020-01-17,188.7191162109375,0.05108029978892881,14,BB_lower_cross (z=-2.54),BB_upper_cross,2020-01-03,2020-01-17
CMI,2020-01-03,153.7038116455078,2020-04-07,127.7791748046875,-0.17032720013321967,95,BB_lower_cross (z=-2.23),BB_upper_cross,2020-01-03,2020-04-07
RF,2020-01-03,13.372540473937988,2020-04-08,8.148602485656738,-0.39186412802722725,96,BB_lower_cross (z=-1.85),BB_upper_cross,2020-01-03,2020-04-08
PPG,2020-01-03,116.9907455444336,2020-04-08,84.57003784179688,-0.27856629732168026,96,BB_lower_cross (z=-2.99),BB_upper_cross,2020-01-03,2020-04-08
DD,2020-01-03,55.78521728515625,2020-04-07,33.65243911743164,-0.39795517322876905,95,BB_lower_cross (z=-1.76),BB_upper_cross,2020-01-03,2020-04-07
SYF,2020-01-03,30.966915130615234,2020-01-22,31.600313186645508,0.018415155811955186,19,BB_lower_cross (z=-1.70),BB_upper_cross,2020-01-03,2020-01-22
HBAN,2020-01-03,11.37234592437744,2020-04-09,7.05959939956665,-0.3804713334687876,97,BB_lower_cross (z=-1.98),BB_upper_cross,2020-01-03,2020-04-09
BIIB,2020-01-03,290.8500061035156,2020-02-05,332.8699951171875,0.14218639584155413,33,BB_lower_cross (z=-1.99),BB_upper_cross,2020-01-03,2020-02-05
VZ,2020-01-03,43.625186920166016,2020-04-06,41.37897491455078,-0.053384006913979154,94,BB_lower_cross (z=-2.20),BB_upper_cross,2020-01-03,2020-04-06
DOW,2020-01-03,38.64537811279297,2020-04-07,24.228477478027344,-0.37430890542604744,95,BB_lower_cross (z=-1.73),BB_upper_cross,2020-01-03,2020-04-07
LKQ,2020-01-03,32.40239334106445,2020-04-27,20.84776496887207,-0.3578835095973535,115,BB_lower_cross (z=-1.92),BB_upper_cross,2020-01-03,2020-04-27
TGT,2020-01-03,108.9472198486328,2020-02-12,103.14007568359376,-0.05519386589839981,40,BB_lower_cross (z=-1.61),BB_upper_cross,2020-01-03,2020-02-12
